model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
 Z4,2020.0,Automatic,,Petrol,,38.7,2.0,30000
 7 Series,2020.0,Semi-Auto,3301.0,Diesel,145.0,41.5,3.0,57980
 X3,,Manual,30483.0,Diesel,160.0,52.3,2.0,19500
 X1,2016.0,Manual,26018.0,Diesel,20.0,68.9,2.0,13700
 1 Series,2017.0,Semi-Auto,17988.0,Diesel,,61.4,2.0,17950
 3 Series,2017.0,Semi-Auto,56785.0,Diesel,145.0,51.4,3.0,19498
 3 Series,2019.0,Automatic,22310.0,Diesel,145.0,64.2,2.0,17800
 3 Series,2010.0,Automatic,55000.0,Diesel,235.0,,3.0,9990
 X1,2016.0,Semi-Auto,21249.0,Diesel,145.0,,2.0,19498
 1 Series,,Semi-Auto,2973.0,Diesel,145.0,48.7,2.0,28994
 6 Series,2017.0,Semi-Auto,9769.0,,145.0,51.4,3.0,29875
 6 Series,2017.0,Semi-Auto,6245.0,Diesel,145.0,51.4,3.0,27197
 X3,2015.0,Automatic,34835.0,Diesel,,47.1,3.0,21000
 5 Series,2020.0,Semi-Auto,6.0,Petrol,145.0,,2.0,26990
 1 Series,2015.0,Manual,31652.0,Diesel,30.0,62.8,2.0,13500
 X3,2014.0,Automatic,106870.0,,150.0,,2.0,13999
 X3,2019.0,Automatic,7765.0,Diesel,145.0,54.3,2.0,33988
 1 Series,2017.0,Automatic,,Diesel,145.0,72.4,1.5,15280
 X1,2017.0,Manual,10.0,Diesel,20.0,68.9,2.0,25990
 1 Series,2019.0,Automatic,7381.0,Petrol,145.0,34.5,2.0,30700
 7 Series,2017.0,Semi-Auto,7500.0,Petrol,150.0,,4.4,38950
 1 Series,2016.0,Manual,36200.0,Diesel,,83.1,1.5,11491
 X3,2019.0,Automatic,4020.0,,150.0,,2.0,33350
 X3,2015.0,Automatic,21512.0,Diesel,145.0,54.3,2.0,18999
 5 Series,2020.0,Semi-Auto,12.0,Hybrid,145.0,49.6,2.0,32475
 1 Series,2017.0,Semi-Auto,59066.0,Diesel,20.0,72.4,1.5,13489
 3 Series,2015.0,Semi-Auto,45116.0,Petrol,150.0,47.9,2.0,13990
 X1,2017.0,Semi-Auto,41384.0,Diesel,145.0,55.4,2.0,18698
 4 Series,,Semi-Auto,2028.0,Diesel,145.0,65.7,2.0,25990
 2 Series,2019.0,Semi-Auto,3564.0,Petrol,,50.4,2.0,23450
 X1,2034.0,Manual,1000.0,Diesel,145.0,48.7,2.0,28780
 1 Series,2018.0,Manual,51000.0,Diesel,145.0,50.4,2.0,13477
 3 Series,2019.0,Semi-Auto,,Diesel,145.0,57.7,2.0,23498
 X7,2020.0,Semi-Auto,,Diesel,145.0,,3.0,64999
 2 Series,2019.0,,,Petrol,145.0,,1.5,20980
 3 Series,2015.0,Semi-Auto,87795.0,Diesel,125.0,60.1,2.0,12498
 1 Series,2018.0,Manual,17613.0,Petrol,145.0,37.7,1.5,13750
 X2,2019.0,Semi-Auto,8942.0,Diesel,145.0,58.9,2.0,27989
 X1,2016.0,Manual,55000.0,Diesel,125.0,58.9,2.0,15270
 X3,2019.0,Semi-Auto,5434.0,Diesel,145.0,,2.0,33990
 2 Series,2015.0,Automatic,30000.0,Petrol,125.0,53.3,1.5,10990
 3 Series,2019.0,Semi-Auto,1397.0,Diesel,,50.4,2.0,31000
 X6,2015.0,Automatic,31100.0,,205.0,44.8,3.0,29889
 3 Series,2016.0,Semi-Auto,42328.0,Diesel,30.0,,2.0,15290
 2 Series,2017.0,Semi-Auto,22056.0,Diesel,145.0,64.2,2.0,16498
 4 Series,2014.0,Automatic,82000.0,Diesel,160.0,52.3,3.0,12980
 X4,2016.0,Automatic,30241.0,Diesel,200.0,47.9,3.0,23700
 X1,2017.0,Semi-Auto,17905.0,Diesel,145.0,57.6,2.0,22310
 5 Series,2017.0,Semi-Auto,23607.0,Diesel,145.0,,3.0,27399
 X5,2019.0,Semi-Auto,8371.0,Diesel,145.0,37.7,3.0,46980
 1 Series,2016.0,Manual,,Petrol,260.0,,3.0,18698
 4 Series,2015.0,Manual,,Diesel,125.0,60.1,2.0,15361
 5 Series,2015.0,Automatic,131520.0,Diesel,,60.1,2.0,10000
 3 Series,,Automatic,31741.0,,20.0,65.7,2.0,16600
 X1,2016.0,Manual,,Diesel,,58.9,2.0,17190
 5 Series,2017.0,Semi-Auto,32466.0,Diesel,,60.1,2.0,22490
 4 Series,2016.0,Semi-Auto,15705.0,Petrol,145.0,48.7,2.0,19972
 2 Series,2019.0,Semi-Auto,5639.0,Diesel,145.0,,2.0,24440
 X2,2019.0,Semi-Auto,7989.0,Petrol,150.0,39.2,2.0,26950
 3 Series,2017.0,Automatic,20529.0,Diesel,145.0,65.7,2.0,15400
 1 Series,2019.0,Automatic,12725.0,Petrol,145.0,39.8,3.0,23450
 3 Series,2019.0,Semi-Auto,4327.0,Diesel,145.0,53.3,3.0,26750
 2 Series,2016.0,Manual,57417.0,Petrol,125.0,50.4,1.5,12150
 X5,2019.0,,5853.0,Diesel,145.0,37.7,3.0,52995
 7 Series,2019.0,Semi-Auto,10478.0,Petrol,145.0,33.6,3.0,49990
 3 Series,2019.0,Automatic,12777.0,Diesel,145.0,53.3,3.0,26950
 3 Series,2017.0,Automatic,16374.0,Petrol,145.0,47.1,2.0,23942
 X5,2016.0,Semi-Auto,46180.0,Petrol,570.0,25.4,4.4,41211
 4 Series,2018.0,Semi-Auto,10030.0,Diesel,145.0,65.7,2.0,21980
 2 Series,2020.0,Manual,25.0,Petrol,145.0,52.3,1.5,24980
 2 Series,2019.0,Automatic,,,145.0,48.7,2.0,25449
 1 Series,2016.0,Manual,,Petrol,,53.3,1.5,10999
 3 Series,2018.0,Semi-Auto,21941.0,Diesel,150.0,64.2,2.0,18991
 1 Series,2012.0,Automatic,48220.0,Diesel,30.0,62.8,2.0,9440
 4 Series,2019.0,Semi-Auto,101.0,,145.0,65.7,2.0,26940
 2 Series,2016.0,Semi-Auto,,,200.0,39.8,3.0,20701
 4 Series,,Automatic,123.0,Petrol,,48.7,2.0,30331
 X5,2014.0,Automatic,,Petrol,,26.9,,27498
 2 Series,2020.0,Semi-Auto,1501.0,Petrol,145.0,42.2,1.5,26000
 2 Series,2019.0,Automatic,8646.0,Hybrid,135.0,148.7,1.5,22995
 4 Series,2020.0,Manual,14.0,Petrol,145.0,46.3,2.0,25980
 1 Series,2017.0,Manual,37842.0,Diesel,145.0,68.9,2.0,12000
 X5,2019.0,Semi-Auto,102.0,Diesel,150.0,37.7,3.0,54995
 X3,2016.0,Automatic,33309.0,Diesel,,54.3,2.0,19950
 X1,2017.0,Semi-Auto,,Petrol,160.0,44.8,2.0,20092
 1 Series,2016.0,Manual,36792.0,Diesel,,68.9,2.0,10500
 X1,2017.0,Automatic,19090.0,Diesel,145.0,65.7,2.0,19490
 4 Series,2019.0,Semi-Auto,1678.0,Diesel,,65.7,2.0,32087
 3 Series,2015.0,Manual,,,165.0,,2.0,11990
 3 Series,2019.0,Semi-Auto,3078.0,Petrol,145.0,34.9,3.0,37980
 3 Series,2017.0,Semi-Auto,,,,,2.0,19450
 5 Series,2014.0,Automatic,84816.0,Diesel,30.0,62.8,2.0,11000
 3 Series,2019.0,Semi-Auto,4394.0,Diesel,150.0,,2.0,23480
 3 Series,2019.0,Automatic,9903.0,Diesel,145.0,47.9,,33950
 M4,2017.0,Semi-Auto,32329.0,Petrol,145.0,34.0,,34890
 3 Series,2010.0,Automatic,118000.0,,,,,5999
 3 Series,2019.0,Semi-Auto,8680.0,Hybrid,135.0,8.8,2.0,33999
 1 Series,2016.0,Manual,19882.0,Diesel,30.0,65.7,2.0,14880
 1 Series,2017.0,Manual,13000.0,Petrol,150.0,52.3,1.5,14940
 1 Series,2017.0,Manual,,Diesel,145.0,68.9,2.0,11500
 2 Series,2019.0,Automatic,,Petrol,,47.9,2.0,20999
 1 Series,2013.0,Semi-Auto,46439.0,Petrol,150.0,48.7,1.6,10991
 1 Series,2017.0,Manual,60281.0,Diesel,20.0,70.6,1.5,10800
 3 Series,2013.0,Manual,40000.0,Diesel,,57.6,2.0,11999
 5 Series,2019.0,Semi-Auto,3555.0,Diesel,,,3.0,42500
 1 Series,2019.0,,,Petrol,145.0,47.9,2.0,21490
 1 Series,2019.0,Semi-Auto,965.0,Petrol,145.0,54.3,1.5,20732
 1 Series,2014.0,Automatic,59198.0,Petrol,,37.7,3.0,14450
 X5,2016.0,Automatic,17303.0,Hybrid,0.0,85.6,2.0,34498
 X1,2017.0,Semi-Auto,24534.0,Diesel,150.0,55.4,2.0,19981
 3 Series,2019.0,Manual,3758.0,,145.0,64.2,2.0,24775
 4 Series,,Automatic,60464.0,,30.0,65.7,2.0,15689
 2 Series,2017.0,Manual,42378.0,Petrol,125.0,53.3,1.5,12999
 7 Series,2019.0,Semi-Auto,4884.0,Diesel,145.0,41.5,3.0,52990
 M4,2020.0,Automatic,10.0,Petrol,150.0,34.0,3.0,45488
 2 Series,2017.0,Semi-Auto,29000.0,Diesel,145.0,60.1,2.0,16999
 X1,2016.0,Manual,45795.0,Diesel,20.0,68.9,2.0,13299
 1 Series,2019.0,Automatic,12839.0,Diesel,145.0,70.6,2.0,17600
 X5,2015.0,Automatic,69358.0,Diesel,,47.1,3.0,24020
 2 Series,2020.0,Automatic,3622.0,Petrol,,42.2,1.5,19500
 1 Series,2015.0,Manual,40560.0,Diesel,125.0,57.6,2.0,11711
 1 Series,2016.0,Manual,27759.0,Diesel,30.0,65.7,2.0,12760
 1 Series,2012.0,Manual,,Diesel,30.0,62.8,2.0,6500
 1 Series,2016.0,Manual,,Diesel,0.0,78.5,1.5,10939
 4 Series,2014.0,Semi-Auto,52135.0,Diesel,125.0,,2.0,12990
 2 Series,2016.0,Semi-Auto,18586.0,Petrol,,51.4,1.5,15690
 2 Series,2015.0,Automatic,33300.0,Petrol,260.0,37.2,3.0,16950
 X2,2018.0,Automatic,27359.0,Diesel,145.0,,,19999
 X6,2020.0,Semi-Auto,,Diesel,,34.9,3.0,55985
 4 Series,2017.0,Automatic,18295.0,Petrol,145.0,,2.0,17100
 1 Series,2020.0,Semi-Auto,101.0,Diesel,145.0,48.7,2.0,31016
 X5,2016.0,Automatic,25898.0,Diesel,205.0,47.1,3.0,32809
 X3,2020.0,Semi-Auto,120.0,Diesel,,48.7,3.0,45991
 3 Series,2017.0,Semi-Auto,11700.0,Diesel,145.0,64.2,2.0,19895
 3 Series,,Semi-Auto,10.0,Diesel,145.0,,2.0,32995
 4 Series,2019.0,Automatic,,,,50.4,3.0,31480
 3 Series,2016.0,Automatic,28136.0,Diesel,145.0,53.3,3.0,17940
 3 Series,2019.0,Automatic,5900.0,Diesel,145.0,62.8,2.0,26850
 3 Series,2015.0,Automatic,,Diesel,200.0,49.6,3.0,19690
 1 Series,2019.0,Automatic,7932.0,Petrol,,47.9,,24488
 4 Series,2020.0,Semi-Auto,151.0,Diesel,,47.9,3.0,39250
 3 Series,2015.0,Manual,57693.0,Petrol,160.0,44.1,2.0,10999
 4 Series,2017.0,Automatic,18098.0,Petrol,145.0,,2.0,20900
 4 Series,2015.0,Automatic,32558.0,Diesel,145.0,55.4,3.0,15999
 4 Series,2017.0,Manual,19000.0,Petrol,145.0,,2.0,17990
 X5,2017.0,Automatic,31000.0,Diesel,,47.1,3.0,29700
 2 Series,2018.0,Semi-Auto,21691.0,Petrol,145.0,47.9,2.0,19990
 3 Series,2014.0,Automatic,77000.0,Diesel,145.0,55.4,2.0,11490
 X1,2018.0,Manual,1794.0,Petrol,150.0,51.4,1.5,21309
 X5,2016.0,Automatic,49880.0,Diesel,,,,28488
 M4,2016.0,Semi-Auto,38422.0,Petrol,300.0,34.0,3.0,30490
 X4,2019.0,Semi-Auto,5809.0,Diesel,145.0,42.8,2.0,37995
 X3,2019.0,Semi-Auto,,Diesel,145.0,48.7,3.0,38900
 3 Series,2014.0,Manual,50810.0,Diesel,30.0,61.4,2.0,10800
 3 Series,2016.0,Automatic,23110.0,Diesel,125.0,57.6,2.0,18995
 X1,2014.0,Manual,50000.0,Diesel,160.0,51.4,2.0,9490
 3 Series,2015.0,Automatic,61980.0,Diesel,,57.6,2.0,15500
 5 Series,2016.0,Semi-Auto,21464.0,,20.0,68.9,2.0,16300
 5 Series,2015.0,Automatic,50700.0,Diesel,125.0,60.1,2.0,13999
 X1,2019.0,Semi-Auto,5845.0,Diesel,,,2.0,27980
 3 Series,,Semi-Auto,3853.0,,145.0,41.5,2.0,26922
 1 Series,2015.0,Automatic,,Diesel,125.0,60.1,2.0,12059
 4 Series,2016.0,Semi-Auto,31663.0,Diesel,160.0,51.4,3.0,22431
 3 Series,2018.0,Automatic,,Petrol,,48.7,2.0,16600
 1 Series,2019.0,Semi-Auto,5882.0,Petrol,145.0,54.3,1.5,18450
 X3,2016.0,Automatic,85575.0,Diesel,150.0,54.3,2.0,13400
 5 Series,2011.0,Automatic,85896.0,Diesel,165.0,50.4,3.0,11995
 X3,2019.0,Automatic,4726.0,Diesel,145.0,54.3,2.0,31449
 3 Series,2017.0,Semi-Auto,18138.0,Diesel,145.0,64.2,2.0,17490
 X5,2019.0,Semi-Auto,3677.0,Diesel,145.0,33.6,3.0,56995
 2 Series,2016.0,Manual,24460.0,Diesel,30.0,65.7,2.0,12347
 1 Series,2017.0,Manual,43757.0,,150.0,72.4,1.5,12450
 4 Series,2019.0,Semi-Auto,101.0,,145.0,60.1,2.0,24740
 5 Series,2014.0,Automatic,34758.0,Diesel,,57.6,2.0,14299
 3 Series,2019.0,Semi-Auto,11249.0,Diesel,150.0,52.3,,24898
 X1,2019.0,Semi-Auto,,,145.0,,2.0,28950
 5 Series,2019.0,Semi-Auto,7143.0,Petrol,150.0,,2.0,25551
 1 Series,2017.0,Automatic,19654.0,Petrol,,54.3,1.5,16995
 3 Series,2016.0,Manual,26307.0,Petrol,,,2.0,14999
 3 Series,2020.0,Semi-Auto,,Diesel,150.0,43.5,3.0,51000
 1 Series,2010.0,Manual,83844.0,Diesel,30.0,62.8,2.0,4990
 3 Series,,Automatic,999.0,Petrol,145.0,42.2,2.0,31995
 3 Series,2019.0,Semi-Auto,68945.0,Petrol,,45.6,2.0,25780
 X3,2016.0,Automatic,35671.0,Diesel,,54.3,,19750
 1 Series,2016.0,Manual,40313.0,Diesel,0.0,78.5,,10550
 1 Series,2016.0,Manual,10937.0,Diesel,30.0,65.7,2.0,14990
 3 Series,2018.0,Manual,10877.0,Petrol,150.0,47.9,2.0,19988
 Z4,2020.0,Semi-Auto,100.0,,145.0,33.2,3.0,38950
 X1,2010.0,Automatic,51000.0,Diesel,200.0,45.6,2.0,8995
 4 Series,2020.0,Semi-Auto,110.0,Petrol,145.0,41.5,3.0,30990
 4 Series,2017.0,Manual,,Diesel,30.0,,2.0,17920
 X2,2018.0,Semi-Auto,6350.0,Diesel,150.0,50.4,2.0,22960
 X5,2019.0,Automatic,5980.0,Diesel,145.0,37.7,3.0,51890
 1 Series,2019.0,Manual,1000.0,Petrol,,44.1,1.5,22995
 X7,2019.0,Automatic,,Diesel,145.0,31.4,,72500
 5 Series,,Semi-Auto,11035.0,Diesel,145.0,56.5,,28995
 2 Series,2016.0,Manual,,Diesel,30.0,64.2,2.0,11999
 3 Series,2016.0,Automatic,28702.0,Hybrid,0.0,134.5,,17850
 4 Series,2018.0,Automatic,11068.0,Diesel,,65.7,2.0,20397
 4 Series,2019.0,Automatic,8647.0,Petrol,145.0,41.5,3.0,32810
 4 Series,,Semi-Auto,6051.0,Diesel,145.0,65.7,2.0,27990
 4 Series,2017.0,Automatic,,Diesel,,70.6,2.0,14999
 5 Series,2019.0,Semi-Auto,5325.0,Diesel,145.0,60.1,2.0,29450
 X2,2019.0,Manual,4242.0,,150.0,42.8,,23950
 1 Series,2016.0,Manual,17550.0,Petrol,30.0,56.5,1.5,12475
 X2,2019.0,Semi-Auto,2899.0,Petrol,145.0,39.2,2.0,32991
 2 Series,2019.0,Semi-Auto,,Petrol,,47.9,2.0,22999
 3 Series,2019.0,Semi-Auto,38231.0,Diesel,145.0,52.3,2.0,23895
 1 Series,2019.0,Manual,7752.0,Diesel,145.0,70.6,1.5,18495
 5 Series,2019.0,Semi-Auto,,,145.0,37.7,3.0,44190
 X3,2019.0,Automatic,,Diesel,150.0,54.3,2.0,33928
 2 Series,2019.0,Semi-Auto,2664.0,Petrol,145.0,50.4,2.0,23500
 4 Series,2019.0,Automatic,6004.0,Diesel,145.0,65.7,2.0,20995
 3 Series,2016.0,Semi-Auto,28059.0,Diesel,30.0,62.8,2.0,16950
 5 Series,2019.0,Automatic,7824.0,Petrol,145.0,50.4,2.0,26990
 4 Series,2017.0,Automatic,14584.0,Diesel,145.0,50.4,,23497
 4 Series,2019.0,Semi-Auto,6155.0,Diesel,,47.9,3.0,31845
 X1,2017.0,Semi-Auto,26939.0,Diesel,145.0,,2.0,18998
 X3,2019.0,Semi-Auto,1962.0,Diesel,,54.3,,33980
 X3,2019.0,Automatic,123.0,Diesel,,54.3,,38900
 X3,2017.0,Automatic,35902.0,Diesel,150.0,,2.0,21500
 2 Series,2017.0,Semi-Auto,10.0,Petrol,145.0,52.3,1.5,20990
 5 Series,2019.0,Automatic,13000.0,Petrol,,47.9,2.0,28999
 3 Series,,Automatic,85000.0,Diesel,145.0,55.4,2.0,13990
 2 Series,2019.0,Automatic,13955.0,Petrol,,50.4,1.5,18887
 3 Series,2019.0,Semi-Auto,2000.0,Petrol,145.0,42.2,2.0,29994
 6 Series,,Automatic,43525.0,Diesel,160.0,51.4,3.0,19916
 3 Series,2013.0,Manual,60211.0,Diesel,,60.1,2.0,10298
 1 Series,2017.0,Manual,31000.0,Diesel,20.0,68.9,2.0,11490
 3 Series,2014.0,Manual,67911.0,Diesel,,62.8,,9499
 X5,2016.0,Automatic,36804.0,Diesel,,42.8,3.0,32995
 X1,2017.0,Automatic,64842.0,Diesel,145.0,57.6,2.0,16400
 X1,2014.0,Semi-Auto,33046.0,Diesel,,52.3,2.0,11298
 1 Series,2017.0,Semi-Auto,24965.0,,,39.8,3.0,21980
 6 Series,2017.0,Semi-Auto,25975.0,Diesel,160.0,51.4,3.0,23990
 4 Series,2019.0,Semi-Auto,101.0,Diesel,145.0,58.9,2.0,28750
 3 Series,2016.0,Automatic,,Hybrid,0.0,148.7,2.0,11000
 X5,2019.0,Semi-Auto,7220.0,Diesel,145.0,,3.0,49950
 5 Series,2013.0,Automatic,89693.0,Diesel,125.0,57.6,2.0,10999
 X1,2017.0,Semi-Auto,,,145.0,57.7,2.0,18995
 3 Series,2014.0,Automatic,51783.0,Diesel,125.0,60.1,2.0,11490
 2 Series,2014.0,Manual,,Diesel,125.0,58.9,2.0,13998
 3 Series,2019.0,Manual,,Diesel,145.0,54.3,2.0,30888
 5 Series,2015.0,Semi-Auto,31322.0,Diesel,145.0,53.3,,16998
 5 Series,2019.0,Semi-Auto,9430.0,Diesel,150.0,53.3,,34980
 1 Series,2016.0,Automatic,31800.0,Petrol,235.0,37.7,3.0,19875
 5 Series,2017.0,Automatic,25399.0,,145.0,65.7,2.0,22119
 X6,2013.0,Semi-Auto,,Diesel,300.0,38.2,3.0,15380
 1 Series,2019.0,Semi-Auto,5354.0,Diesel,145.0,68.9,1.5,18995
 1 Series,2014.0,Automatic,29626.0,Petrol,125.0,50.4,1.6,11700
 1 Series,2017.0,Semi-Auto,23426.0,Petrol,145.0,47.9,2.0,16995
 3 Series,2017.0,Automatic,66743.0,,30.0,67.3,2.0,12600
 1 Series,2019.0,Semi-Auto,8000.0,Petrol,145.0,48.7,2.0,22491
 X1,2016.0,Automatic,45356.0,Diesel,,60.1,2.0,14200
 4 Series,2019.0,Manual,115.0,Petrol,145.0,46.3,2.0,22450
 2 Series,2019.0,Manual,123.0,Diesel,,64.2,2.0,22291
 2 Series,2016.0,Manual,24073.0,,30.0,,1.5,12300
 3 Series,2008.0,Automatic,,Petrol,235.0,39.2,3.0,5985
 X3,2019.0,Automatic,8794.0,,145.0,36.7,3.0,38000
 1 Series,2015.0,Automatic,34267.0,Diesel,20.0,70.6,2.0,12999
 Z4,2020.0,Semi-Auto,5.0,Petrol,145.0,37.2,2.0,35850
 X1,2020.0,Manual,321.0,Diesel,145.0,50.4,2.0,33400
 1 Series,2019.0,Manual,14735.0,Diesel,145.0,78.5,1.5,14950
 4 Series,2016.0,Automatic,14613.0,Diesel,,60.1,2.0,20991
 4 Series,2019.0,Semi-Auto,7701.0,Petrol,145.0,48.7,2.0,30150
 X1,2016.0,Semi-Auto,15537.0,Petrol,165.0,44.8,2.0,20900
 2 Series,2019.0,Manual,123.0,Diesel,145.0,65.7,2.0,21176
 2 Series,2019.0,Semi-Auto,4418.0,Diesel,150.0,48.7,2.0,25780
 3 Series,2013.0,Semi-Auto,95043.0,Diesel,30.0,62.8,2.0,9965
 X2,2019.0,Semi-Auto,103.0,Petrol,,,,32570
 1 Series,2019.0,Manual,5650.0,,,65.7,2.0,18975
 5 Series,2019.0,,7000.0,,145.0,55.4,2.0,32500
 3 Series,2016.0,Automatic,,Hybrid,0.0,134.5,2.0,18789
 1 Series,2014.0,Manual,94420.0,Diesel,30.0,65.7,2.0,8000
 2 Series,2020.0,Semi-Auto,,Petrol,150.0,50.4,,22875
 1 Series,2016.0,Manual,,Diesel,20.0,68.9,2.0,10250
 X3,2014.0,Semi-Auto,33655.0,Diesel,165.0,50.4,2.0,13995
 Z4,2016.0,Semi-Auto,16761.0,Petrol,200.0,41.5,2.0,17732
 4 Series,2019.0,Semi-Auto,8128.0,Diesel,145.0,65.7,2.0,24450
 4 Series,2019.0,Semi-Auto,6018.0,Petrol,,45.6,2.0,24390
 2 Series,2017.0,Semi-Auto,12458.0,Diesel,30.0,64.2,2.0,16498
 X6,2019.0,Automatic,4155.0,,145.0,44.8,3.0,40980
 2 Series,2019.0,Manual,34.0,Diesel,145.0,60.1,2.0,23775
 2 Series,2016.0,Automatic,17500.0,Petrol,,39.8,3.0,20980
 3 Series,2015.0,Semi-Auto,57377.0,Diesel,165.0,51.4,3.0,16480
 8 Series,2019.0,Semi-Auto,7903.0,Diesel,,,3.0,67898
 2 Series,2019.0,Manual,100.0,Petrol,145.0,52.3,,20950
 5 Series,2019.0,Semi-Auto,3753.0,Diesel,,65.7,2.0,26350
 1 Series,2015.0,Manual,42410.0,Diesel,30.0,65.7,2.0,10998
 X3,2013.0,Semi-Auto,50567.0,Diesel,,50.4,2.0,16995
 X4,2016.0,Automatic,44572.0,Diesel,200.0,47.9,3.0,23995
 5 Series,2014.0,Manual,65000.0,Diesel,,57.6,2.0,11495
 5 Series,2019.0,Automatic,3402.0,,,60.1,3.0,33500
 1 Series,,Manual,6824.0,Petrol,145.0,53.3,1.5,17250
 1 Series,2015.0,Automatic,39141.0,Diesel,30.0,65.7,2.0,13800
 1 Series,2018.0,Manual,,Petrol,145.0,52.3,1.5,15899
 4 Series,2017.0,Manual,21869.0,Petrol,,46.3,2.0,17000
 3 Series,2019.0,Semi-Auto,13957.0,Diesel,150.0,52.3,2.0,24998
 1 Series,,Manual,39201.0,Petrol,,36.2,3.0,18480
 3 Series,2019.0,Semi-Auto,4250.0,Diesel,145.0,48.7,2.0,27998
 X3,2019.0,Semi-Auto,5865.0,Diesel,145.0,54.3,2.0,32345
 1 Series,2015.0,Manual,75638.0,,145.0,50.4,1.6,8650
 5 Series,2014.0,Semi-Auto,34219.0,Diesel,,47.9,3.0,18750
 1 Series,2016.0,Automatic,22190.0,Diesel,20.0,68.9,1.5,14699
 X4,2017.0,Semi-Auto,18441.0,Diesel,145.0,54.3,2.0,23000
 2 Series,2019.0,Semi-Auto,9275.0,Petrol,145.0,40.9,1.5,21950
 1 Series,2019.0,Automatic,5345.0,Petrol,145.0,34.5,2.0,30900
 Z4,2020.0,Semi-Auto,100.0,Petrol,150.0,,,30990
 3 Series,2017.0,Semi-Auto,13350.0,Petrol,145.0,51.4,2.0,17980
 5 Series,2019.0,Automatic,18733.0,Hybrid,140.0,141.3,2.0,31550
 3 Series,2009.0,Semi-Auto,110931.0,Diesel,160.0,,2.0,5695
 4 Series,2018.0,Automatic,9629.0,Petrol,,45.6,2.0,20499
 1 Series,2016.0,Manual,24111.0,,145.0,47.1,1.6,12500
 X3,2019.0,Automatic,10.0,Diesel,,54.3,2.0,34990
 4 Series,2019.0,Semi-Auto,1980.0,,145.0,,2.0,25850
 2 Series,2016.0,Manual,97147.0,Diesel,20.0,68.9,1.5,8750
 X3,2016.0,Automatic,9000.0,Diesel,145.0,54.3,2.0,22950
 3 Series,2017.0,Semi-Auto,16943.0,Petrol,150.0,51.4,2.0,15998
 X5,2016.0,Automatic,34356.0,Diesel,200.0,47.1,3.0,31362
 6 Series,2014.0,Semi-Auto,64215.0,Diesel,160.0,49.6,3.0,17898
 Z4,2020.0,Semi-Auto,101.0,Petrol,145.0,38.7,2.0,30990
 2 Series,2019.0,Semi-Auto,7338.0,Petrol,150.0,47.9,2.0,24690
 X1,2019.0,,,Diesel,145.0,,2.0,26995
 4 Series,2019.0,Automatic,4469.0,Petrol,145.0,48.7,2.0,24490
 3 Series,2014.0,Automatic,48100.0,Diesel,,52.3,3.0,17499
 1 Series,2017.0,Manual,24263.0,Diesel,150.0,,1.5,12995
 X6,2019.0,Semi-Auto,3145.0,,,26.4,3.0,68300
 3 Series,2018.0,Automatic,13138.0,Petrol,145.0,54.3,1.5,17199
 X3,2015.0,Automatic,39744.0,Diesel,145.0,54.3,2.0,17999
 X2,2019.0,Automatic,2472.0,Diesel,145.0,48.7,2.0,29000
 3 Series,2019.0,Automatic,5500.0,Petrol,145.0,42.2,,28444
 2 Series,2020.0,,1000.0,,145.0,47.9,2.0,29995
 X5,2017.0,Automatic,10.0,,145.0,42.8,3.0,57990
 7 Series,2016.0,Automatic,,Diesel,,54.3,3.0,29990
 5 Series,2016.0,Automatic,36813.0,Diesel,20.0,68.9,2.0,13699
 X3,2016.0,Semi-Auto,34334.0,Diesel,,54.3,2.0,20000
 4 Series,2016.0,Manual,85520.0,Diesel,30.0,67.3,2.0,10695
 3 Series,2020.0,Semi-Auto,4.0,Diesel,145.0,62.8,2.0,28990
 3 Series,2019.0,Semi-Auto,4026.0,Diesel,145.0,53.3,3.0,26989
 4 Series,2019.0,Automatic,1000.0,Diesel,145.0,65.7,2.0,25995
 1 Series,2019.0,Semi-Auto,7990.0,Diesel,,68.9,1.5,18950
 X2,2019.0,Manual,4825.0,Diesel,,,2.0,27000
 X3,2019.0,Semi-Auto,4386.0,Diesel,150.0,54.3,2.0,32250
 2 Series,2019.0,Semi-Auto,,Petrol,145.0,50.4,,21205
 5 Series,2020.0,Semi-Auto,1000.0,Petrol,145.0,46.3,2.0,35995
 X3,2019.0,Semi-Auto,3633.0,Petrol,145.0,30.4,2.0,33790
 2 Series,2018.0,Manual,13107.0,Petrol,145.0,,1.5,17480
 3 Series,2017.0,Manual,32903.0,Petrol,145.0,48.7,2.0,13100
 3 Series,2019.0,Semi-Auto,1984.0,Diesel,,48.7,2.0,27890
 4 Series,2019.0,Semi-Auto,9204.0,Petrol,150.0,46.3,2.0,25450
 5 Series,2018.0,Semi-Auto,8700.0,Diesel,145.0,49.6,2.0,25995
 3 Series,2017.0,Automatic,19147.0,Petrol,145.0,47.9,,15200
 X1,2016.0,Manual,30000.0,Diesel,20.0,68.9,2.0,14995
 2 Series,2017.0,Automatic,16888.0,Petrol,145.0,51.4,1.5,16499
 X1,2019.0,Manual,10.0,Petrol,145.0,51.4,1.5,23450
 M5,2019.0,Automatic,13000.0,Petrol,150.0,24.1,4.4,69948
 3 Series,2019.0,Semi-Auto,10430.0,Diesel,150.0,52.3,2.0,27888
 1 Series,2018.0,Semi-Auto,22368.0,Petrol,145.0,55.5,1.5,14980
